"Time","PVGen"
"1656626400000","0"
"1656630000000","0"
"1656633600000","0"
"1656637200000","0"
"1656640800000","0"
"1656644400000","0"
"1656648000000","931.6083333333333"
"1656651600000","858.5916666666667"
"1656655200000","4031.1375"
"1656658800000","6416.602510460251"
"1656662400000","7650.7125"
"1656666000000","22285.808333333334"
"1656669600000","25980.991666666665"
"1656673200000","45128.2875"
"1656676800000","28030.391666666666"
"1656680400000","26709.120833333334"
"1656684000000","26171.954166666666"
"1656687600000","19471.145833333332"
"1656691200000","19986.845833333333"
"1656694800000","9137.570833333333"
"1656698400000","3782.6583333333333"
"1656702000000","208.73333333333332"
"1656705600000","0"
"1656709200000","0"
"1656712800000","0"
"1656716400000","0"
"1656720000000","0"
"1656723600000","0"
"1656727200000","0"
"1656730800000","94.4875"
"1656734400000","2659.3416666666667"
"1656738000000","9049.641666666666"
"1656741600000","19175.020833333332"
"1656745200000","30224.229166666668"
"1656748800000","38749.55416666667"
"1656752400000","43939.20416666667"
"1656756000000","47070.066666666666"
"1656759600000","48178.90416666667"
"1656763200000","46805.075"
"1656766800000","42905.57740585774"
"1656770400000","37272.13333333333"
"1656774000000","29382.0125"
"1656777600000","20137.920833333334"
"1656781200000","11137.541666666666"
"1656784800000","3741.325"
"1656788400000","204.875"
"1656792000000","0"
"1656795600000","0"
"1656799200000","0"
"1656802800000","0"
"1656806400000","0"
"1656810000000","0"
"1656813600000","0"
"1656817200000","83.42083333333333"
"1656820800000","2583.175"
"1656824400000","8655.6375"
"1656828000000","18744.5375"
"1656831600000","29858.883333333335"
"1656835200000","37929.59166666667"
"1656838800000","42634.15833333333"
"1656842400000","46179.225"
"1656846000000","47341.79583333333"
"1656849600000","46354.683333333334"
"1656853200000","42389.645833333336"
"1656856800000","32691.8375"
"1656860400000","26346.5625"
"1656864000000","21933.05"
"1656867600000","11492.754166666668"
"1656871200000","3581.4625"
"1656874800000","245.85416666666666"
"1656878400000","0"
"1656882000000","0"
"1656885600000","0"
