"MTU (CET/CEST)","Area","Resolution","Price","Currency"
              30/05/2022 00:00 - 30/05/2022 01:00,"BZN|DE-LU","PT60M",203.90,"EUR"
              30/05/2022 01:00 - 30/05/2022 02:00,"BZN|DE-LU","PT60M",194.72,"EUR"
              30/05/2022 02:00 - 30/05/2022 03:00,"BZN|DE-LU","PT60M",192.65,"EUR"
              30/05/2022 03:00 - 30/05/2022 04:00,"BZN|DE-LU","PT60M",184.50,"EUR"
              30/05/2022 04:00 - 30/05/2022 05:00,"BZN|DE-LU","PT60M",182.92,"EUR"
              30/05/2022 05:00 - 30/05/2022 06:00,"BZN|DE-LU","PT60M",195.74,"EUR"
              30/05/2022 06:00 - 30/05/2022 07:00,"BZN|DE-LU","PT60M",230.68,"EUR"
              30/05/2022 07:00 - 30/05/2022 08:00,"BZN|DE-LU","PT60M",257.95,"EUR"
              30/05/2022 08:00 - 30/05/2022 09:00,"BZN|DE-LU","PT60M",260.27,"EUR"
              30/05/2022 09:00 - 30/05/2022 10:00,"BZN|DE-LU","PT60M",232.92,"EUR"
              30/05/2022 10:00 - 30/05/2022 11:00,"BZN|DE-LU","PT60M",230.00,"EUR"
              30/05/2022 11:00 - 30/05/2022 12:00,"BZN|DE-LU","PT60M",229.77,"EUR"
              30/05/2022 12:00 - 30/05/2022 13:00,"BZN|DE-LU","PT60M",215.00,"EUR"
              30/05/2022 13:00 - 30/05/2022 14:00,"BZN|DE-LU","PT60M",207.50,"EUR"
              30/05/2022 14:00 - 30/05/2022 15:00,"BZN|DE-LU","PT60M",201.28,"EUR"
              30/05/2022 15:00 - 30/05/2022 16:00,"BZN|DE-LU","PT60M",202.29,"EUR"
              30/05/2022 16:00 - 30/05/2022 17:00,"BZN|DE-LU","PT60M",210.90,"EUR"
              30/05/2022 17:00 - 30/05/2022 18:00,"BZN|DE-LU","PT60M",225.70,"EUR"
              30/05/2022 18:00 - 30/05/2022 19:00,"BZN|DE-LU","PT60M",241.36,"EUR"
              30/05/2022 19:00 - 30/05/2022 20:00,"BZN|DE-LU","PT60M",291.14,"EUR"
              30/05/2022 20:00 - 30/05/2022 21:00,"BZN|DE-LU","PT60M",295.00,"EUR"
              30/05/2022 21:00 - 30/05/2022 22:00,"BZN|DE-LU","PT60M",266.46,"EUR"
              30/05/2022 22:00 - 30/05/2022 23:00,"BZN|DE-LU","PT60M",243.68,"EUR"
              30/05/2022 23:00 - 31/05/2022 00:00,"BZN|DE-LU","PT60M",227.50,"EUR"
              31/05/2022 00:00 - 31/05/2022 01:00,"BZN|DE-LU","PT60M",200.91,"EUR"
              31/05/2022 01:00 - 31/05/2022 02:00,"BZN|DE-LU","PT60M",183.00,"EUR"
              31/05/2022 02:00 - 31/05/2022 03:00,"BZN|DE-LU","PT60M",179.62,"EUR"
              31/05/2022 03:00 - 31/05/2022 04:00,"BZN|DE-LU","PT60M",177.02,"EUR"
              31/05/2022 04:00 - 31/05/2022 05:00,"BZN|DE-LU","PT60M",180.01,"EUR"
              31/05/2022 05:00 - 31/05/2022 06:00,"BZN|DE-LU","PT60M",195.99,"EUR"
              31/05/2022 06:00 - 31/05/2022 07:00,"BZN|DE-LU","PT60M",228.68,"EUR"
              31/05/2022 07:00 - 31/05/2022 08:00,"BZN|DE-LU","PT60M",247.77,"EUR"
              31/05/2022 08:00 - 31/05/2022 09:00,"BZN|DE-LU","PT60M",243.14,"EUR"
              31/05/2022 09:00 - 31/05/2022 10:00,"BZN|DE-LU","PT60M",225.90,"EUR"
              31/05/2022 10:00 - 31/05/2022 11:00,"BZN|DE-LU","PT60M",200.63,"EUR"
              31/05/2022 11:00 - 31/05/2022 12:00,"BZN|DE-LU","PT60M",193.91,"EUR"
              31/05/2022 12:00 - 31/05/2022 13:00,"BZN|DE-LU","PT60M",192.27,"EUR"
              31/05/2022 13:00 - 31/05/2022 14:00,"BZN|DE-LU","PT60M",184.07,"EUR"
              31/05/2022 14:00 - 31/05/2022 15:00,"BZN|DE-LU","PT60M",182.54,"EUR"
              31/05/2022 15:00 - 31/05/2022 16:00,"BZN|DE-LU","PT60M",182.08,"EUR"
              31/05/2022 16:00 - 31/05/2022 17:00,"BZN|DE-LU","PT60M",182.38,"EUR"
              31/05/2022 17:00 - 31/05/2022 18:00,"BZN|DE-LU","PT60M",200.00,"EUR"
              31/05/2022 18:00 - 31/05/2022 19:00,"BZN|DE-LU","PT60M",234.97,"EUR"
              31/05/2022 19:00 - 31/05/2022 20:00,"BZN|DE-LU","PT60M",255.02,"EUR"
              31/05/2022 20:00 - 31/05/2022 21:00,"BZN|DE-LU","PT60M",258.67,"EUR"
              31/05/2022 21:00 - 31/05/2022 22:00,"BZN|DE-LU","PT60M",247.51,"EUR"
              31/05/2022 22:00 - 31/05/2022 23:00,"BZN|DE-LU","PT60M",240.01,"EUR"
              31/05/2022 23:00 - 01/06/2022 00:00,"BZN|DE-LU","PT60M",227.98,"EUR"
              01/06/2022 00:00 - 01/06/2022 01:00,"BZN|DE-LU","PT60M",220.00,"EUR"
              01/06/2022 01:00 - 01/06/2022 02:00,"BZN|DE-LU","PT60M",207.45,"EUR"
              01/06/2022 02:00 - 01/06/2022 03:00,"BZN|DE-LU","PT60M",199.09,"EUR"
              01/06/2022 03:00 - 01/06/2022 04:00,"BZN|DE-LU","PT60M",182.53,"EUR"
              01/06/2022 04:00 - 01/06/2022 05:00,"BZN|DE-LU","PT60M",182.28,"EUR"
              01/06/2022 05:00 - 01/06/2022 06:00,"BZN|DE-LU","PT60M",198.95,"EUR"
              01/06/2022 06:00 - 01/06/2022 07:00,"BZN|DE-LU","PT60M",230.00,"EUR"
              01/06/2022 07:00 - 01/06/2022 08:00,"BZN|DE-LU","PT60M",249.68,"EUR"
              01/06/2022 08:00 - 01/06/2022 09:00,"BZN|DE-LU","PT60M",246.36,"EUR"
              01/06/2022 09:00 - 01/06/2022 10:00,"BZN|DE-LU","PT60M",228.82,"EUR"
              01/06/2022 10:00 - 01/06/2022 11:00,"BZN|DE-LU","PT60M",211.80,"EUR"
              01/06/2022 11:00 - 01/06/2022 12:00,"BZN|DE-LU","PT60M",206.60,"EUR"
              01/06/2022 12:00 - 01/06/2022 13:00,"BZN|DE-LU","PT60M",189.77,"EUR"
              01/06/2022 13:00 - 01/06/2022 14:00,"BZN|DE-LU","PT60M",184.86,"EUR"
              01/06/2022 14:00 - 01/06/2022 15:00,"BZN|DE-LU","PT60M",184.86,"EUR"
              01/06/2022 15:00 - 01/06/2022 16:00,"BZN|DE-LU","PT60M",180.04,"EUR"
              01/06/2022 16:00 - 01/06/2022 17:00,"BZN|DE-LU","PT60M",181.60,"EUR"
              01/06/2022 17:00 - 01/06/2022 18:00,"BZN|DE-LU","PT60M",199.71,"EUR"
              01/06/2022 18:00 - 01/06/2022 19:00,"BZN|DE-LU","PT60M",229.92,"EUR"
              01/06/2022 19:00 - 01/06/2022 20:00,"BZN|DE-LU","PT60M",251.98,"EUR"
              01/06/2022 20:00 - 01/06/2022 21:00,"BZN|DE-LU","PT60M",257.71,"EUR"
              01/06/2022 21:00 - 01/06/2022 22:00,"BZN|DE-LU","PT60M",262.60,"EUR"
              01/06/2022 22:00 - 01/06/2022 23:00,"BZN|DE-LU","PT60M",250.00,"EUR"
              01/06/2022 23:00 - 02/06/2022 00:00,"BZN|DE-LU","PT60M",230.33,"EUR"
              02/06/2022 00:00 - 02/06/2022 01:00,"BZN|DE-LU","PT60M",191.00,"EUR"
              02/06/2022 01:00 - 02/06/2022 02:00,"BZN|DE-LU","PT60M",175.04,"EUR"
              02/06/2022 02:00 - 02/06/2022 03:00,"BZN|DE-LU","PT60M",169.33,"EUR"
              02/06/2022 03:00 - 02/06/2022 04:00,"BZN|DE-LU","PT60M",161.96,"EUR"
              02/06/2022 04:00 - 02/06/2022 05:00,"BZN|DE-LU","PT60M",165.05,"EUR"
              02/06/2022 05:00 - 02/06/2022 06:00,"BZN|DE-LU","PT60M",171.70,"EUR"
              02/06/2022 06:00 - 02/06/2022 07:00,"BZN|DE-LU","PT60M",209.65,"EUR"
              02/06/2022 07:00 - 02/06/2022 08:00,"BZN|DE-LU","PT60M",223.10,"EUR"
              02/06/2022 08:00 - 02/06/2022 09:00,"BZN|DE-LU","PT60M",218.13,"EUR"
              02/06/2022 09:00 - 02/06/2022 10:00,"BZN|DE-LU","PT60M",190.26,"EUR"
              02/06/2022 10:00 - 02/06/2022 11:00,"BZN|DE-LU","PT60M",173.81,"EUR"
              02/06/2022 11:00 - 02/06/2022 12:00,"BZN|DE-LU","PT60M",167.50,"EUR"
              02/06/2022 12:00 - 02/06/2022 13:00,"BZN|DE-LU","PT60M",162.51,"EUR"
              02/06/2022 13:00 - 02/06/2022 14:00,"BZN|DE-LU","PT60M",152.80,"EUR"
              02/06/2022 14:00 - 02/06/2022 15:00,"BZN|DE-LU","PT60M",150.40,"EUR"
              02/06/2022 15:00 - 02/06/2022 16:00,"BZN|DE-LU","PT60M",154.80,"EUR"
              02/06/2022 16:00 - 02/06/2022 17:00,"BZN|DE-LU","PT60M",164.86,"EUR"
              02/06/2022 17:00 - 02/06/2022 18:00,"BZN|DE-LU","PT60M",174.74,"EUR"
              02/06/2022 18:00 - 02/06/2022 19:00,"BZN|DE-LU","PT60M",218.05,"EUR"
              02/06/2022 19:00 - 02/06/2022 20:00,"BZN|DE-LU","PT60M",230.65,"EUR"
              02/06/2022 20:00 - 02/06/2022 21:00,"BZN|DE-LU","PT60M",238.97,"EUR"
              02/06/2022 21:00 - 02/06/2022 22:00,"BZN|DE-LU","PT60M",228.94,"EUR"
              02/06/2022 22:00 - 02/06/2022 23:00,"BZN|DE-LU","PT60M",229.78,"EUR"
              02/06/2022 23:00 - 03/06/2022 00:00,"BZN|DE-LU","PT60M",209.87,"EUR"
              03/06/2022 00:00 - 03/06/2022 01:00,"BZN|DE-LU","PT60M",177.61,"EUR"
              03/06/2022 01:00 - 03/06/2022 02:00,"BZN|DE-LU","PT60M",163.13,"EUR"
              03/06/2022 02:00 - 03/06/2022 03:00,"BZN|DE-LU","PT60M",157.41,"EUR"
              03/06/2022 03:00 - 03/06/2022 04:00,"BZN|DE-LU","PT60M",159.62,"EUR"
              03/06/2022 04:00 - 03/06/2022 05:00,"BZN|DE-LU","PT60M",161.70,"EUR"
              03/06/2022 05:00 - 03/06/2022 06:00,"BZN|DE-LU","PT60M",169.94,"EUR"
              03/06/2022 06:00 - 03/06/2022 07:00,"BZN|DE-LU","PT60M",209.83,"EUR"
              03/06/2022 07:00 - 03/06/2022 08:00,"BZN|DE-LU","PT60M",225.11,"EUR"
              03/06/2022 08:00 - 03/06/2022 09:00,"BZN|DE-LU","PT60M",217.18,"EUR"
              03/06/2022 09:00 - 03/06/2022 10:00,"BZN|DE-LU","PT60M",197.12,"EUR"
              03/06/2022 10:00 - 03/06/2022 11:00,"BZN|DE-LU","PT60M",179.97,"EUR"
              03/06/2022 11:00 - 03/06/2022 12:00,"BZN|DE-LU","PT60M",161.85,"EUR"
              03/06/2022 12:00 - 03/06/2022 13:00,"BZN|DE-LU","PT60M",161.67,"EUR"
              03/06/2022 13:00 - 03/06/2022 14:00,"BZN|DE-LU","PT60M",150.23,"EUR"
              03/06/2022 14:00 - 03/06/2022 15:00,"BZN|DE-LU","PT60M",151.96,"EUR"
              03/06/2022 15:00 - 03/06/2022 16:00,"BZN|DE-LU","PT60M",155.14,"EUR"
              03/06/2022 16:00 - 03/06/2022 17:00,"BZN|DE-LU","PT60M",163.09,"EUR"
              03/06/2022 17:00 - 03/06/2022 18:00,"BZN|DE-LU","PT60M",195.41,"EUR"
              03/06/2022 18:00 - 03/06/2022 19:00,"BZN|DE-LU","PT60M",216.31,"EUR"
              03/06/2022 19:00 - 03/06/2022 20:00,"BZN|DE-LU","PT60M",225.00,"EUR"
              03/06/2022 20:00 - 03/06/2022 21:00,"BZN|DE-LU","PT60M",221.83,"EUR"
              03/06/2022 21:00 - 03/06/2022 22:00,"BZN|DE-LU","PT60M",212.86,"EUR"
              03/06/2022 22:00 - 03/06/2022 23:00,"BZN|DE-LU","PT60M",211.96,"EUR"
              03/06/2022 23:00 - 04/06/2022 00:00,"BZN|DE-LU","PT60M",183.16,"EUR"
              04/06/2022 00:00 - 04/06/2022 01:00,"BZN|DE-LU","PT60M",175.81,"EUR"
              04/06/2022 01:00 - 04/06/2022 02:00,"BZN|DE-LU","PT60M",167.97,"EUR"
              04/06/2022 02:00 - 04/06/2022 03:00,"BZN|DE-LU","PT60M",166.92,"EUR"
              04/06/2022 03:00 - 04/06/2022 04:00,"BZN|DE-LU","PT60M",157.05,"EUR"
              04/06/2022 04:00 - 04/06/2022 05:00,"BZN|DE-LU","PT60M",155.50,"EUR"
              04/06/2022 05:00 - 04/06/2022 06:00,"BZN|DE-LU","PT60M",156.01,"EUR"
              04/06/2022 06:00 - 04/06/2022 07:00,"BZN|DE-LU","PT60M",159.80,"EUR"
              04/06/2022 07:00 - 04/06/2022 08:00,"BZN|DE-LU","PT60M",169.86,"EUR"
              04/06/2022 08:00 - 04/06/2022 09:00,"BZN|DE-LU","PT60M",180.00,"EUR"
              04/06/2022 09:00 - 04/06/2022 10:00,"BZN|DE-LU","PT60M",178.50,"EUR"
              04/06/2022 10:00 - 04/06/2022 11:00,"BZN|DE-LU","PT60M",163.33,"EUR"
              04/06/2022 11:00 - 04/06/2022 12:00,"BZN|DE-LU","PT60M",139.98,"EUR"
              04/06/2022 12:00 - 04/06/2022 13:00,"BZN|DE-LU","PT60M",135.14,"EUR"
              04/06/2022 13:00 - 04/06/2022 14:00,"BZN|DE-LU","PT60M",114.28,"EUR"
              04/06/2022 14:00 - 04/06/2022 15:00,"BZN|DE-LU","PT60M",94.86,"EUR"
              04/06/2022 15:00 - 04/06/2022 16:00,"BZN|DE-LU","PT60M",118.99,"EUR"
              04/06/2022 16:00 - 04/06/2022 17:00,"BZN|DE-LU","PT60M",141.42,"EUR"
              04/06/2022 17:00 - 04/06/2022 18:00,"BZN|DE-LU","PT60M",158.92,"EUR"
              04/06/2022 18:00 - 04/06/2022 19:00,"BZN|DE-LU","PT60M",179.83,"EUR"
              04/06/2022 19:00 - 04/06/2022 20:00,"BZN|DE-LU","PT60M",199.03,"EUR"
              04/06/2022 20:00 - 04/06/2022 21:00,"BZN|DE-LU","PT60M",209.24,"EUR"
              04/06/2022 21:00 - 04/06/2022 22:00,"BZN|DE-LU","PT60M",198.98,"EUR"
              04/06/2022 22:00 - 04/06/2022 23:00,"BZN|DE-LU","PT60M",199.06,"EUR"
              04/06/2022 23:00 - 05/06/2022 00:00,"BZN|DE-LU","PT60M",179.36,"EUR"
              05/06/2022 00:00 - 05/06/2022 01:00,"BZN|DE-LU","PT60M",165.52,"EUR"
              05/06/2022 01:00 - 05/06/2022 02:00,"BZN|DE-LU","PT60M",157.23,"EUR"
              05/06/2022 02:00 - 05/06/2022 03:00,"BZN|DE-LU","PT60M",149.57,"EUR"
              05/06/2022 03:00 - 05/06/2022 04:00,"BZN|DE-LU","PT60M",136.88,"EUR"
              05/06/2022 04:00 - 05/06/2022 05:00,"BZN|DE-LU","PT60M",136.04,"EUR"
              05/06/2022 05:00 - 05/06/2022 06:00,"BZN|DE-LU","PT60M",128.04,"EUR"
              05/06/2022 06:00 - 05/06/2022 07:00,"BZN|DE-LU","PT60M",127.27,"EUR"
              05/06/2022 07:00 - 05/06/2022 08:00,"BZN|DE-LU","PT60M",133.65,"EUR"
              05/06/2022 08:00 - 05/06/2022 09:00,"BZN|DE-LU","PT60M",136.28,"EUR"
              05/06/2022 09:00 - 05/06/2022 10:00,"BZN|DE-LU","PT60M",142.65,"EUR"
              05/06/2022 10:00 - 05/06/2022 11:00,"BZN|DE-LU","PT60M",141.36,"EUR"
              05/06/2022 11:00 - 05/06/2022 12:00,"BZN|DE-LU","PT60M",143.62,"EUR"
              05/06/2022 12:00 - 05/06/2022 13:00,"BZN|DE-LU","PT60M",132.50,"EUR"
              05/06/2022 13:00 - 05/06/2022 14:00,"BZN|DE-LU","PT60M",90.36,"EUR"
              05/06/2022 14:00 - 05/06/2022 15:00,"BZN|DE-LU","PT60M",98.31,"EUR"
              05/06/2022 15:00 - 05/06/2022 16:00,"BZN|DE-LU","PT60M",121.95,"EUR"
              05/06/2022 16:00 - 05/06/2022 17:00,"BZN|DE-LU","PT60M",132.03,"EUR"
              05/06/2022 17:00 - 05/06/2022 18:00,"BZN|DE-LU","PT60M",150.02,"EUR"
              05/06/2022 18:00 - 05/06/2022 19:00,"BZN|DE-LU","PT60M",163.03,"EUR"
              05/06/2022 19:00 - 05/06/2022 20:00,"BZN|DE-LU","PT60M",168.80,"EUR"
              05/06/2022 20:00 - 05/06/2022 21:00,"BZN|DE-LU","PT60M",169.44,"EUR"
              05/06/2022 21:00 - 05/06/2022 22:00,"BZN|DE-LU","PT60M",166.36,"EUR"
              05/06/2022 22:00 - 05/06/2022 23:00,"BZN|DE-LU","PT60M",169.22,"EUR"
              05/06/2022 23:00 - 06/06/2022 00:00,"BZN|DE-LU","PT60M",137.74,"EUR"
              06/06/2022 00:00 - 06/06/2022 01:00,"BZN|DE-LU","PT60M",103.40,"EUR"
              06/06/2022 01:00 - 06/06/2022 02:00,"BZN|DE-LU","PT60M",90.86,"EUR"
              06/06/2022 02:00 - 06/06/2022 03:00,"BZN|DE-LU","PT60M",82.07,"EUR"
              06/06/2022 03:00 - 06/06/2022 04:00,"BZN|DE-LU","PT60M",88.02,"EUR"
              06/06/2022 04:00 - 06/06/2022 05:00,"BZN|DE-LU","PT60M",85.05,"EUR"
              06/06/2022 05:00 - 06/06/2022 06:00,"BZN|DE-LU","PT60M",88.08,"EUR"
              06/06/2022 06:00 - 06/06/2022 07:00,"BZN|DE-LU","PT60M",90.06,"EUR"
              06/06/2022 07:00 - 06/06/2022 08:00,"BZN|DE-LU","PT60M",94.22,"EUR"
              06/06/2022 08:00 - 06/06/2022 09:00,"BZN|DE-LU","PT60M",84.05,"EUR"
              06/06/2022 09:00 - 06/06/2022 10:00,"BZN|DE-LU","PT60M",57.05,"EUR"
              06/06/2022 10:00 - 06/06/2022 11:00,"BZN|DE-LU","PT60M",30.00,"EUR"
              06/06/2022 11:00 - 06/06/2022 12:00,"BZN|DE-LU","PT60M",11.06,"EUR"
              06/06/2022 12:00 - 06/06/2022 13:00,"BZN|DE-LU","PT60M",0.10,"EUR"
              06/06/2022 13:00 - 06/06/2022 14:00,"BZN|DE-LU","PT60M",-0.08,"EUR"
              06/06/2022 14:00 - 06/06/2022 15:00,"BZN|DE-LU","PT60M",-0.59,"EUR"
              06/06/2022 15:00 - 06/06/2022 16:00,"BZN|DE-LU","PT60M",-0.01,"EUR"
              06/06/2022 16:00 - 06/06/2022 17:00,"BZN|DE-LU","PT60M",0.81,"EUR"
              06/06/2022 17:00 - 06/06/2022 18:00,"BZN|DE-LU","PT60M",82.06,"EUR"
              06/06/2022 18:00 - 06/06/2022 19:00,"BZN|DE-LU","PT60M",169.55,"EUR"
              06/06/2022 19:00 - 06/06/2022 20:00,"BZN|DE-LU","PT60M",200.00,"EUR"
              06/06/2022 20:00 - 06/06/2022 21:00,"BZN|DE-LU","PT60M",214.97,"EUR"
              06/06/2022 21:00 - 06/06/2022 22:00,"BZN|DE-LU","PT60M",214.04,"EUR"
              06/06/2022 22:00 - 06/06/2022 23:00,"BZN|DE-LU","PT60M",217.42,"EUR"
              06/06/2022 23:00 - 07/06/2022 00:00,"BZN|DE-LU","PT60M",189.70,"EUR"
              07/06/2022 00:00 - 07/06/2022 01:00,"BZN|DE-LU","PT60M",163.72,"EUR"
              07/06/2022 01:00 - 07/06/2022 02:00,"BZN|DE-LU","PT60M",154.34,"EUR"
              07/06/2022 02:00 - 07/06/2022 03:00,"BZN|DE-LU","PT60M",150.61,"EUR"
              07/06/2022 03:00 - 07/06/2022 04:00,"BZN|DE-LU","PT60M",145.72,"EUR"
              07/06/2022 04:00 - 07/06/2022 05:00,"BZN|DE-LU","PT60M",146.88,"EUR"
              07/06/2022 05:00 - 07/06/2022 06:00,"BZN|DE-LU","PT60M",154.33,"EUR"
              07/06/2022 06:00 - 07/06/2022 07:00,"BZN|DE-LU","PT60M",175.70,"EUR"
              07/06/2022 07:00 - 07/06/2022 08:00,"BZN|DE-LU","PT60M",216.93,"EUR"
              07/06/2022 08:00 - 07/06/2022 09:00,"BZN|DE-LU","PT60M",220.12,"EUR"
              07/06/2022 09:00 - 07/06/2022 10:00,"BZN|DE-LU","PT60M",210.99,"EUR"
              07/06/2022 10:00 - 07/06/2022 11:00,"BZN|DE-LU","PT60M",191.00,"EUR"
              07/06/2022 11:00 - 07/06/2022 12:00,"BZN|DE-LU","PT60M",173.32,"EUR"
              07/06/2022 12:00 - 07/06/2022 13:00,"BZN|DE-LU","PT60M",168.70,"EUR"
              07/06/2022 13:00 - 07/06/2022 14:00,"BZN|DE-LU","PT60M",168.70,"EUR"
              07/06/2022 14:00 - 07/06/2022 15:00,"BZN|DE-LU","PT60M",165.52,"EUR"
              07/06/2022 15:00 - 07/06/2022 16:00,"BZN|DE-LU","PT60M",163.87,"EUR"
              07/06/2022 16:00 - 07/06/2022 17:00,"BZN|DE-LU","PT60M",164.07,"EUR"
              07/06/2022 17:00 - 07/06/2022 18:00,"BZN|DE-LU","PT60M",173.10,"EUR"
              07/06/2022 18:00 - 07/06/2022 19:00,"BZN|DE-LU","PT60M",200.00,"EUR"
              07/06/2022 19:00 - 07/06/2022 20:00,"BZN|DE-LU","PT60M",218.04,"EUR"
              07/06/2022 20:00 - 07/06/2022 21:00,"BZN|DE-LU","PT60M",227.46,"EUR"
              07/06/2022 21:00 - 07/06/2022 22:00,"BZN|DE-LU","PT60M",228.81,"EUR"
              07/06/2022 22:00 - 07/06/2022 23:00,"BZN|DE-LU","PT60M",220.26,"EUR"
              07/06/2022 23:00 - 08/06/2022 00:00,"BZN|DE-LU","PT60M",210.97,"EUR"
              08/06/2022 00:00 - 08/06/2022 01:00,"BZN|DE-LU","PT60M",185.05,"EUR"
              08/06/2022 01:00 - 08/06/2022 02:00,"BZN|DE-LU","PT60M",168.95,"EUR"
              08/06/2022 02:00 - 08/06/2022 03:00,"BZN|DE-LU","PT60M",165.10,"EUR"
              08/06/2022 03:00 - 08/06/2022 04:00,"BZN|DE-LU","PT60M",162.96,"EUR"
              08/06/2022 04:00 - 08/06/2022 05:00,"BZN|DE-LU","PT60M",164.92,"EUR"
              08/06/2022 05:00 - 08/06/2022 06:00,"BZN|DE-LU","PT60M",175.00,"EUR"
              08/06/2022 06:00 - 08/06/2022 07:00,"BZN|DE-LU","PT60M",197.42,"EUR"
              08/06/2022 07:00 - 08/06/2022 08:00,"BZN|DE-LU","PT60M",213.93,"EUR"
              08/06/2022 08:00 - 08/06/2022 09:00,"BZN|DE-LU","PT60M",215.01,"EUR"
              08/06/2022 09:00 - 08/06/2022 10:00,"BZN|DE-LU","PT60M",205.29,"EUR"
              08/06/2022 10:00 - 08/06/2022 11:00,"BZN|DE-LU","PT60M",191.00,"EUR"
              08/06/2022 11:00 - 08/06/2022 12:00,"BZN|DE-LU","PT60M",183.58,"EUR"
              08/06/2022 12:00 - 08/06/2022 13:00,"BZN|DE-LU","PT60M",180.58,"EUR"
              08/06/2022 13:00 - 08/06/2022 14:00,"BZN|DE-LU","PT60M",174.43,"EUR"
              08/06/2022 14:00 - 08/06/2022 15:00,"BZN|DE-LU","PT60M",176.43,"EUR"
              08/06/2022 15:00 - 08/06/2022 16:00,"BZN|DE-LU","PT60M",178.99,"EUR"
              08/06/2022 16:00 - 08/06/2022 17:00,"BZN|DE-LU","PT60M",181.73,"EUR"
              08/06/2022 17:00 - 08/06/2022 18:00,"BZN|DE-LU","PT60M",199.66,"EUR"
              08/06/2022 18:00 - 08/06/2022 19:00,"BZN|DE-LU","PT60M",209.69,"EUR"
              08/06/2022 19:00 - 08/06/2022 20:00,"BZN|DE-LU","PT60M",227.20,"EUR"
              08/06/2022 20:00 - 08/06/2022 21:00,"BZN|DE-LU","PT60M",212.36,"EUR"
              08/06/2022 21:00 - 08/06/2022 22:00,"BZN|DE-LU","PT60M",211.98,"EUR"
              08/06/2022 22:00 - 08/06/2022 23:00,"BZN|DE-LU","PT60M",211.00,"EUR"
              08/06/2022 23:00 - 09/06/2022 00:00,"BZN|DE-LU","PT60M",176.09,"EUR"
              09/06/2022 00:00 - 09/06/2022 01:00,"BZN|DE-LU","PT60M",189.01,"EUR"
              09/06/2022 01:00 - 09/06/2022 02:00,"BZN|DE-LU","PT60M",170.63,"EUR"
              09/06/2022 02:00 - 09/06/2022 03:00,"BZN|DE-LU","PT60M",165.00,"EUR"
              09/06/2022 03:00 - 09/06/2022 04:00,"BZN|DE-LU","PT60M",164.81,"EUR"
              09/06/2022 04:00 - 09/06/2022 05:00,"BZN|DE-LU","PT60M",164.85,"EUR"
              09/06/2022 05:00 - 09/06/2022 06:00,"BZN|DE-LU","PT60M",174.54,"EUR"
              09/06/2022 06:00 - 09/06/2022 07:00,"BZN|DE-LU","PT60M",205.75,"EUR"
              09/06/2022 07:00 - 09/06/2022 08:00,"BZN|DE-LU","PT60M",215.06,"EUR"
              09/06/2022 08:00 - 09/06/2022 09:00,"BZN|DE-LU","PT60M",221.92,"EUR"
              09/06/2022 09:00 - 09/06/2022 10:00,"BZN|DE-LU","PT60M",214.21,"EUR"
              09/06/2022 10:00 - 09/06/2022 11:00,"BZN|DE-LU","PT60M",205.13,"EUR"
              09/06/2022 11:00 - 09/06/2022 12:00,"BZN|DE-LU","PT60M",189.43,"EUR"
              09/06/2022 12:00 - 09/06/2022 13:00,"BZN|DE-LU","PT60M",183.18,"EUR"
              09/06/2022 13:00 - 09/06/2022 14:00,"BZN|DE-LU","PT60M",169.63,"EUR"
              09/06/2022 14:00 - 09/06/2022 15:00,"BZN|DE-LU","PT60M",161.16,"EUR"
              09/06/2022 15:00 - 09/06/2022 16:00,"BZN|DE-LU","PT60M",154.04,"EUR"
              09/06/2022 16:00 - 09/06/2022 17:00,"BZN|DE-LU","PT60M",153.31,"EUR"
              09/06/2022 17:00 - 09/06/2022 18:00,"BZN|DE-LU","PT60M",166.76,"EUR"
              09/06/2022 18:00 - 09/06/2022 19:00,"BZN|DE-LU","PT60M",177.73,"EUR"
              09/06/2022 19:00 - 09/06/2022 20:00,"BZN|DE-LU","PT60M",191.97,"EUR"
              09/06/2022 20:00 - 09/06/2022 21:00,"BZN|DE-LU","PT60M",202.28,"EUR"
              09/06/2022 21:00 - 09/06/2022 22:00,"BZN|DE-LU","PT60M",210.24,"EUR"
              09/06/2022 22:00 - 09/06/2022 23:00,"BZN|DE-LU","PT60M",209.09,"EUR"
              09/06/2022 23:00 - 10/06/2022 00:00,"BZN|DE-LU","PT60M",192.07,"EUR"
              10/06/2022 00:00 - 10/06/2022 01:00,"BZN|DE-LU","PT60M",196.58,"EUR"
              10/06/2022 01:00 - 10/06/2022 02:00,"BZN|DE-LU","PT60M",170.00,"EUR"
              10/06/2022 02:00 - 10/06/2022 03:00,"BZN|DE-LU","PT60M",164.24,"EUR"
              10/06/2022 03:00 - 10/06/2022 04:00,"BZN|DE-LU","PT60M",163.81,"EUR"
              10/06/2022 04:00 - 10/06/2022 05:00,"BZN|DE-LU","PT60M",163.84,"EUR"
              10/06/2022 05:00 - 10/06/2022 06:00,"BZN|DE-LU","PT60M",179.14,"EUR"
              10/06/2022 06:00 - 10/06/2022 07:00,"BZN|DE-LU","PT60M",207.91,"EUR"
              10/06/2022 07:00 - 10/06/2022 08:00,"BZN|DE-LU","PT60M",213.76,"EUR"
              10/06/2022 08:00 - 10/06/2022 09:00,"BZN|DE-LU","PT60M",212.84,"EUR"
